id_chamado,id_ativo,categoria_equipamento,filial_operacao,dt_abertura_chamado,sla_prometido_horas,tempo_atendimento_horas,custo_manutencao,status_ativo
CH-10451,EQP-152,Escavadeira Linha Amarela,Uberlândia,2026-02-20 00:00:00,24,43.9,3433.17,Em Operação
CH-10452,EQP-159,Escavadeira Linha Amarela,Ribeirão Preto,2026-02-07 18:00:00,72,153.9,5357.1,Em Manutenção
CH-10453,EQP-207,Utilitário Leve,Ribeirão Preto,2026-01-20 03:00:00,48,0.3,1370.4,Em Operação
CH-10454,EQP-104,Escavadeira Linha Amarela,Cuiabá,2026-06-06 16:00:00,48,39.3,9035.26,Em Operação
CH-10455,EQP-202,Escavadeira Linha Amarela,Cuiabá,2026-06-28 08:00:00,48,25.4,447.38,Em Manutenção
CH-10456,EQP-295,Escavadeira Linha Amarela,Ribeirão Preto,2026-05-12 01:00:00,72,17.1,7840.48,Em Operação
CH-10457,EQP-105,Caminhão Heavy Duty,Cuiabá,2026-02-24 07:00:00,24,4.1,2439.51,Em Operação
CH-10458,EQP-208,Utilitário Leve,Uberlândia,2026-04-02 14:00:00,48,15.8,3019.13,Em Operação
CH-10459,EQP-215,Trator Agro,Mogi das Cruzes,2026-01-28 06:00:00,72,13.1,7736.89,Em Operação
CH-10460,EQP-193,Caminhão Heavy Duty,Uberlândia,2026-01-04 05:00:00,24,10.8,11917.44,Em Operação
CH-10461,EQP-146,Escavadeira Linha Amarela,Ribeirão Preto,2026-05-30 00:00:00,48,39.4,9399.29,Em Operação
CH-10462,EQP-198,Caminhão Heavy Duty,Ribeirão Preto,2026-03-17 14:00:00,24,36.2,2942.32,Em Operação
CH-10463,EQP-154,Escavadeira Linha Amarela,Uberlândia,2026-06-22 22:00:00,48,26.7,2359.49,Em Operação
CH-10464,EQP-267,Escavadeira Linha Amarela,Cuiabá,2026-03-08 06:00:00,48,83.7,10434.92,Em Operação
CH-10465,EQP-151,Caminhão Heavy Duty,Cuiabá,2026-03-27 16:00:00,48,12.9,5496.95,Em Operação
CH-10466,EQP-243,Utilitário Leve,Ribeirão Preto,2026-06-11 01:00:00,24,8.4,1903.52,Em Operação
CH-10467,EQP-112,Escavadeira Linha Amarela,Jundiaí,2026-04-01 08:00:00,72,32.0,10387.87,Em Operação
CH-10468,EQP-213,Utilitário Leve,Cuiabá,2026-04-15 08:00:00,24,6.6,9848.28,Em Operação
CH-10469,EQP-223,Trator Agro,Uberlândia,2026-01-01 12:00:00,48,11.4,11811.7,Em Operação
CH-10470,EQP-205,Escavadeira Linha Amarela,Cuiabá,2026-03-13 05:00:00,24,7.6,10944.0,Em Manutenção
CH-10471,EQP-257,Utilitário Leve,Uberlândia,2026-03-28 05:00:00,72,2.1,10265.95,Em Operação
CH-10472,EQP-246,Utilitário Leve,Ribeirão Preto,2026-06-15 19:00:00,24,52.7,915.12,Em Operação
CH-10473,EQP-244,Trator Agro,Cuiabá,2026-01-06 19:00:00,72,8.8,1521.66,Em Operação
CH-10474,EQP-219,Utilitário Leve,Uberlândia,2026-06-02 20:00:00,72,19.2,6957.1,Em Operação
CH-10475,EQP-162,Utilitário Leve,Ribeirão Preto,2026-05-25 02:00:00,24,1.3,6518.31,Em Operação
CH-10476,EQP-118,Trator Agro,Jundiaí,2026-03-02 16:00:00,48,36.1,5658.17,Em Operação
CH-10477,EQP-191,Escavadeira Linha Amarela,Uberlândia,2026-01-12 16:00:00,72,12.0,4942.44,Em Operação
CH-10478,EQP-157,Utilitário Leve,Jundiaí,2026-01-06 11:00:00,24,41.0,5345.16,Em Operação
CH-10479,EQP-282,Utilitário Leve,Jundiaí,2026-01-27 15:00:00,72,16.0,6960.79,Em Operação
CH-10480,EQP-189,Utilitário Leve,Mogi das Cruzes,2026-05-16 14:00:00,48,6.5,324.3,Em Operação
CH-10481,EQP-216,Caminhão Heavy Duty,Cuiabá,2026-05-04 12:00:00,24,21.6,3350.29,Em Operação
CH-10482,EQP-161,Trator Agro,Uberlândia,2026-04-16 22:00:00,24,4.2,6363.87,Em Manutenção
CH-10483,EQP-122,Caminhão Heavy Duty,Jundiaí,2026-04-03 00:00:00,24,17.4,8749.93,Em Operação
CH-10484,EQP-226,Trator Agro,Mogi das Cruzes,2026-04-19 16:00:00,48,11.5,2337.63,Em Operação
CH-10485,EQP-236,Escavadeira Linha Amarela,Ribeirão Preto,2026-04-09 02:00:00,72,72.9,6698.51,Em Operação
CH-10486,EQP-239,Escavadeira Linha Amarela,Uberlândia,2026-06-17 14:00:00,24,1.9,8659.18,Em Manutenção
CH-10487,EQP-228,Utilitário Leve,Jundiaí,2026-05-22 03:00:00,72,35.5,5502.14,Em Operação
CH-10488,EQP-157,Trator Agro,Cuiabá,2026-02-04 03:00:00,72,6.1,616.85,Em Manutenção
CH-10489,EQP-221,Escavadeira Linha Amarela,Mogi das Cruzes,2026-06-25 17:00:00,48,11.5,5556.44,Em Operação
CH-10490,EQP-100,Trator Agro,Jundiaí,2026-03-25 16:00:00,24,16.1,3768.41,Em Operação
CH-10491,EQP-133,Escavadeira Linha Amarela,Cuiabá,2026-02-25 18:00:00,72,71.6,11176.9,Em Operação
CH-10492,EQP-195,Caminhão Heavy Duty,Jundiaí,2026-06-26 10:00:00,24,8.3,1757.98,Em Operação
CH-10493,EQP-225,Escavadeira Linha Amarela,Uberlândia,2026-05-21 19:00:00,24,2.9,7933.97,Em Operação
CH-10494,EQP-217,Caminhão Heavy Duty,Uberlândia,2026-02-18 02:00:00,48,11.5,916.82,Em Operação
CH-10495,EQP-147,Escavadeira Linha Amarela,Uberlândia,2026-02-15 07:00:00,24,3.3,5520.19,Em Operação
CH-10496,EQP-188,Utilitário Leve,Mogi das Cruzes,2026-04-23 13:00:00,24,4.1,6781.56,Em Manutenção
CH-10497,EQP-216,Caminhão Heavy Duty,Uberlândia,2026-05-16 00:00:00,72,25.6,3786.07,Em Operação
CH-10498,EQP-228,Escavadeira Linha Amarela,Cuiabá,2026-02-12 13:00:00,48,1.9,5624.38,Em Manutenção
CH-10499,EQP-115,Utilitário Leve,Jundiaí,2026-05-28 01:00:00,24,0.9,2213.58,Em Operação
CH-10500,EQP-288,Caminhão Heavy Duty,Ribeirão Preto,2026-05-04 22:00:00,72,37.6,3858.25,Em Operação
CH-10501,EQP-291,Utilitário Leve,Cuiabá,2026-04-07 03:00:00,48,13.5,7566.94,Em Manutenção
CH-10502,EQP-290,Trator Agro,Cuiabá,2026-03-31 18:00:00,48,4.0,3831.06,Em Operação
CH-10503,EQP-168,Trator Agro,Uberlândia,2026-02-08 05:00:00,72,8.8,10826.99,Em Operação
CH-10504,EQP-121,Caminhão Heavy Duty,Mogi das Cruzes,2026-03-26 00:00:00,72,30.8,7652.36,Em Operação
CH-10505,EQP-192,Escavadeira Linha Amarela,Jundiaí,2026-06-26 16:00:00,72,9.7,5432.19,Em Operação
CH-10506,EQP-294,Caminhão Heavy Duty,Mogi das Cruzes,2026-03-03 07:00:00,72,20.5,753.46,Em Operação
CH-10507,EQP-175,Utilitário Leve,Jundiaí,2026-04-16 18:00:00,72,3.9,6144.72,Em Operação
CH-10508,EQP-253,Escavadeira Linha Amarela,Jundiaí,2026-04-17 20:00:00,24,26.6,9247.88,Em Operação
CH-10509,EQP-243,Trator Agro,Mogi das Cruzes,2026-02-23 00:00:00,24,11.4,3407.02,Em Manutenção
CH-10510,EQP-278,Escavadeira Linha Amarela,Cuiabá,2026-05-06 04:00:00,48,29.6,9739.25,Em Operação
CH-10511,EQP-185,Trator Agro,Jundiaí,2026-01-09 15:00:00,24,49.6,3246.14,Em Manutenção
CH-10512,EQP-284,Escavadeira Linha Amarela,Mogi das Cruzes,2026-03-29 05:00:00,24,28.4,9937.83,Em Operação
CH-10513,EQP-128,Escavadeira Linha Amarela,Jundiaí,2026-02-06 07:00:00,24,10.5,1297.64,Em Operação
CH-10514,EQP-168,Escavadeira Linha Amarela,Ribeirão Preto,2026-02-18 12:00:00,72,8.9,10434.35,Em Operação
CH-10515,EQP-146,Utilitário Leve,Cuiabá,2026-02-10 15:00:00,48,11.9,6140.48,Em Operação
CH-10516,EQP-193,Utilitário Leve,Uberlândia,2026-01-17 02:00:00,48,5.4,3769.49,Em Manutenção
CH-10517,EQP-289,Caminhão Heavy Duty,Jundiaí,2026-03-29 18:00:00,48,6.0,3401.83,Em Operação
CH-10518,EQP-296,Caminhão Heavy Duty,Ribeirão Preto,2026-01-21 11:00:00,48,46.9,5354.52,Em Operação
CH-10519,EQP-243,Trator Agro,Uberlândia,2026-02-20 15:00:00,24,14.6,11988.88,Em Operação
CH-10520,EQP-275,Utilitário Leve,Uberlândia,2026-02-28 10:00:00,24,17.2,2877.83,Em Operação
CH-10521,EQP-184,Trator Agro,Jundiaí,2026-06-16 09:00:00,72,27.0,1507.63,Em Manutenção
CH-10522,EQP-138,Caminhão Heavy Duty,Mogi das Cruzes,2026-02-10 19:00:00,48,26.7,7144.91,Em Manutenção
CH-10523,EQP-199,Trator Agro,Jundiaí,2026-02-08 03:00:00,24,2.1,6015.95,Em Operação
CH-10524,EQP-132,Caminhão Heavy Duty,Ribeirão Preto,2026-05-21 11:00:00,24,53.4,6433.1,Em Operação
CH-10525,EQP-200,Utilitário Leve,Uberlândia,2026-01-11 22:00:00,72,5.9,8103.14,Em Operação
CH-10526,EQP-122,Escavadeira Linha Amarela,Jundiaí,2026-05-27 01:00:00,72,38.5,3425.59,Em Operação
CH-10527,EQP-109,Utilitário Leve,Mogi das Cruzes,2026-05-19 21:00:00,72,44.4,10954.78,Em Manutenção
CH-10528,EQP-168,Trator Agro,Jundiaí,2026-03-18 18:00:00,24,37.6,5397.36,Em Operação
CH-10529,EQP-199,Trator Agro,Cuiabá,2026-05-07 04:00:00,24,26.0,1810.31,Em Operação
CH-10530,EQP-133,Utilitário Leve,Mogi das Cruzes,2026-02-15 07:00:00,72,0.4,8984.9,Em Operação
CH-10531,EQP-279,Utilitário Leve,Ribeirão Preto,2026-02-14 06:00:00,48,13.4,7824.32,Em Manutenção
CH-10532,EQP-237,Caminhão Heavy Duty,Uberlândia,2026-01-01 13:00:00,72,27.9,3994.2,Em Operação
CH-10533,EQP-246,Trator Agro,Jundiaí,2026-06-17 22:00:00,72,14.7,7571.77,Em Operação
CH-10534,EQP-285,Trator Agro,Mogi das Cruzes,2026-04-18 02:00:00,72,59.7,2872.38,Em Operação
CH-10535,EQP-195,Utilitário Leve,Cuiabá,2026-01-19 17:00:00,72,11.1,5504.62,Em Operação
CH-10536,EQP-100,Escavadeira Linha Amarela,Mogi das Cruzes,2026-03-17 15:00:00,24,10.4,10823.13,Em Operação
CH-10537,EQP-168,Trator Agro,Cuiabá,2026-03-13 22:00:00,48,9.3,1862.35,Em Operação
CH-10538,EQP-103,Escavadeira Linha Amarela,Ribeirão Preto,2026-04-19 18:00:00,72,12.1,4824.35,Em Operação
CH-10539,EQP-115,Utilitário Leve,Uberlândia,2026-01-12 18:00:00,48,24.5,9907.37,Em Operação
CH-10540,EQP-123,Utilitário Leve,Ribeirão Preto,2026-06-10 17:00:00,48,36.8,11643.04,Em Operação
CH-10541,EQP-179,Caminhão Heavy Duty,Jundiaí,2026-02-14 19:00:00,48,32.6,5610.94,Em Operação
CH-10542,EQP-101,Trator Agro,Mogi das Cruzes,2026-03-31 15:00:00,72,49.5,6231.9,Em Operação
CH-10543,EQP-227,Escavadeira Linha Amarela,Cuiabá,2026-04-13 07:00:00,24,65.1,6994.41,Em Operação
CH-10544,EQP-259,Caminhão Heavy Duty,Cuiabá,2026-01-08 00:00:00,72,50.8,11208.47,Em Operação
CH-10545,EQP-183,Trator Agro,Mogi das Cruzes,2026-06-02 16:00:00,48,0.6,10341.02,Em Operação
CH-10546,EQP-251,Caminhão Heavy Duty,Mogi das Cruzes,2026-04-01 11:00:00,48,39.9,2296.03,Em Manutenção
CH-10547,EQP-239,Utilitário Leve,Jundiaí,2026-06-23 20:00:00,24,7.0,5410.07,Em Operação
CH-10548,EQP-277,Trator Agro,Ribeirão Preto,2026-03-28 10:00:00,72,4.3,5728.81,Em Operação
CH-10549,EQP-262,Caminhão Heavy Duty,Cuiabá,2026-06-07 04:00:00,48,30.5,9532.42,Em Operação
CH-10550,EQP-223,Caminhão Heavy Duty,Jundiaí,2026-06-24 11:00:00,24,11.6,7353.85,Em Operação
CH-10551,EQP-132,Escavadeira Linha Amarela,Ribeirão Preto,2026-06-26 16:00:00,48,1.8,7954.38,Em Operação
CH-10552,EQP-260,Caminhão Heavy Duty,Jundiaí,2026-06-24 05:00:00,24,4.4,11978.94,Em Operação
CH-10553,EQP-288,Trator Agro,Cuiabá,2026-03-25 00:00:00,24,0.0,1177.03,Em Operação
CH-10554,EQP-278,Trator Agro,Mogi das Cruzes,2026-03-23 04:00:00,72,70.1,2909.21,Em Operação
CH-10555,EQP-270,Escavadeira Linha Amarela,Mogi das Cruzes,2026-05-26 13:00:00,48,0.7,5072.38,Em Operação
CH-10556,EQP-200,Trator Agro,Ribeirão Preto,2026-03-09 04:00:00,72,7.1,4369.05,Em Operação
CH-10557,EQP-111,Utilitário Leve,Uberlândia,2026-06-10 21:00:00,48,16.1,553.25,Em Operação
CH-10558,EQP-166,Trator Agro,Ribeirão Preto,2026-05-07 00:00:00,72,13.2,1373.8,Em Operação
CH-10559,EQP-164,Trator Agro,Uberlândia,2026-06-13 17:00:00,48,72.8,8267.15,Em Operação
CH-10560,EQP-260,Caminhão Heavy Duty,Jundiaí,2026-03-23 15:00:00,72,1.2,10588.1,Em Operação
CH-10561,EQP-267,Caminhão Heavy Duty,Jundiaí,2026-05-27 08:00:00,24,21.5,6316.46,Em Manutenção
CH-10562,EQP-173,Trator Agro,Cuiabá,2026-06-05 18:00:00,48,34.2,6608.54,Em Operação
CH-10563,EQP-142,Escavadeira Linha Amarela,Uberlândia,2026-06-17 21:00:00,48,80.5,3284.59,Em Operação
CH-10564,EQP-143,Caminhão Heavy Duty,Cuiabá,2026-03-25 04:00:00,24,29.1,9284.15,Em Operação
CH-10565,EQP-128,Escavadeira Linha Amarela,Mogi das Cruzes,2026-04-23 01:00:00,72,48.9,9096.0,Em Manutenção
CH-10566,EQP-240,Trator Agro,Uberlândia,2026-03-17 14:00:00,48,2.6,7183.88,Em Operação
CH-10567,EQP-111,Trator Agro,Ribeirão Preto,2026-05-02 06:00:00,48,14.6,2788.17,Em Operação
CH-10568,EQP-194,Utilitário Leve,Mogi das Cruzes,2026-05-23 03:00:00,72,14.0,1435.11,Em Manutenção
CH-10569,EQP-145,Caminhão Heavy Duty,Mogi das Cruzes,2026-02-10 00:00:00,24,65.2,1051.59,Em Manutenção
CH-10570,EQP-229,Trator Agro,Ribeirão Preto,2026-06-16 12:00:00,72,4.9,7234.54,Em Operação
CH-10571,EQP-134,Utilitário Leve,Mogi das Cruzes,2026-01-02 19:00:00,72,4.9,9952.91,Em Operação
CH-10572,EQP-180,Caminhão Heavy Duty,Uberlândia,2026-01-29 21:00:00,72,11.9,10342.47,Em Operação
CH-10573,EQP-189,Trator Agro,Cuiabá,2026-04-15 06:00:00,48,1.7,5724.38,Em Operação
CH-10574,EQP-107,Trator Agro,Mogi das Cruzes,2026-02-20 14:00:00,24,6.0,9475.97,Em Operação
CH-10575,EQP-192,Caminhão Heavy Duty,Uberlândia,2026-03-16 22:00:00,24,100.8,11378.5,Em Operação
CH-10576,EQP-253,Caminhão Heavy Duty,Jundiaí,2026-01-10 13:00:00,72,16.8,3519.49,Em Operação
CH-10577,EQP-189,Caminhão Heavy Duty,Uberlândia,2026-05-22 22:00:00,48,30.0,4956.14,Em Operação
CH-10578,EQP-261,Trator Agro,Cuiabá,2026-02-20 18:00:00,72,38.9,11198.3,Em Operação
CH-10579,EQP-214,Trator Agro,Uberlândia,2026-04-28 21:00:00,48,13.7,4257.3,Em Operação
CH-10580,EQP-204,Utilitário Leve,Ribeirão Preto,2026-05-01 19:00:00,48,4.8,10992.35,Em Operação
CH-10581,EQP-234,Escavadeira Linha Amarela,Cuiabá,2026-02-08 17:00:00,48,6.9,11778.22,Em Operação
CH-10582,EQP-295,Caminhão Heavy Duty,Jundiaí,2026-01-28 09:00:00,48,11.3,8043.19,Em Manutenção
CH-10583,EQP-157,Trator Agro,Ribeirão Preto,2026-01-03 08:00:00,24,30.3,9857.62,Em Operação
CH-10584,EQP-213,Trator Agro,Uberlândia,2026-03-25 07:00:00,48,15.2,9069.68,Em Operação
CH-10585,EQP-174,Caminhão Heavy Duty,Cuiabá,2026-06-04 09:00:00,48,0.2,8484.55,Em Manutenção
CH-10586,EQP-256,Escavadeira Linha Amarela,Jundiaí,2026-04-27 16:00:00,72,22.2,3891.09,Em Operação
CH-10587,EQP-219,Caminhão Heavy Duty,Ribeirão Preto,2026-01-02 01:00:00,72,76.3,968.0,Em Operação
CH-10588,EQP-263,Escavadeira Linha Amarela,Jundiaí,2026-04-03 05:00:00,24,50.2,4313.71,Em Manutenção
CH-10589,EQP-120,Trator Agro,Uberlândia,2026-06-15 04:00:00,72,52.3,8103.15,Em Operação
CH-10590,EQP-263,Escavadeira Linha Amarela,Jundiaí,2026-05-11 08:00:00,48,47.6,1499.59,Em Operação
CH-10591,EQP-237,Utilitário Leve,Mogi das Cruzes,2026-05-24 04:00:00,72,11.7,439.44,Em Operação
CH-10592,EQP-200,Trator Agro,Ribeirão Preto,2026-04-04 17:00:00,24,43.5,1934.4,Em Operação
CH-10593,EQP-251,Utilitário Leve,Jundiaí,2026-02-09 19:00:00,72,4.6,8674.11,Em Operação
CH-10594,EQP-291,Caminhão Heavy Duty,Uberlândia,2026-01-02 08:00:00,72,32.2,11681.69,Em Manutenção
CH-10595,EQP-276,Caminhão Heavy Duty,Uberlândia,2026-03-22 16:00:00,24,30.8,11801.86,Em Operação
CH-10596,EQP-198,Caminhão Heavy Duty,Jundiaí,2026-06-18 16:00:00,24,0.8,6079.56,Em Operação
CH-10597,EQP-135,Escavadeira Linha Amarela,Uberlândia,2026-01-12 11:00:00,48,46.5,10471.42,Em Operação
CH-10598,EQP-195,Trator Agro,Cuiabá,2026-06-12 06:00:00,72,70.1,8920.87,Em Operação
CH-10599,EQP-251,Caminhão Heavy Duty,Cuiabá,2026-03-06 02:00:00,48,9.3,6162.17,Em Operação
CH-10600,EQP-250,Caminhão Heavy Duty,Cuiabá,2026-02-24 09:00:00,72,50.2,7001.3,Em Operação
CH-10601,EQP-289,Trator Agro,Mogi das Cruzes,2026-02-14 01:00:00,72,2.6,1905.56,Em Operação
CH-10602,EQP-136,Caminhão Heavy Duty,Jundiaí,2026-04-11 02:00:00,48,27.5,11270.64,Em Operação
CH-10603,EQP-111,Utilitário Leve,Mogi das Cruzes,2026-03-03 15:00:00,72,19.9,4417.58,Em Operação
CH-10604,EQP-212,Trator Agro,Uberlândia,2026-02-18 01:00:00,72,23.7,5519.95,Em Operação
CH-10605,EQP-282,Trator Agro,Mogi das Cruzes,2026-05-07 09:00:00,72,78.2,8158.42,Em Operação
CH-10606,EQP-112,Trator Agro,Uberlândia,2026-06-02 05:00:00,24,61.5,4206.66,Em Operação
CH-10607,EQP-122,Utilitário Leve,Uberlândia,2026-01-23 21:00:00,48,46.1,3274.83,Em Operação
CH-10608,EQP-198,Trator Agro,Ribeirão Preto,2026-06-01 10:00:00,24,9.6,7683.28,Em Operação
CH-10609,EQP-204,Utilitário Leve,Cuiabá,2026-02-07 22:00:00,48,72.9,592.31,Em Operação
CH-10610,EQP-129,Trator Agro,Uberlândia,2026-01-28 06:00:00,48,3.1,8732.48,Em Operação
CH-10611,EQP-116,Escavadeira Linha Amarela,Ribeirão Preto,2026-01-21 14:00:00,72,57.6,6314.07,Em Manutenção
CH-10612,EQP-212,Caminhão Heavy Duty,Cuiabá,2026-04-17 05:00:00,48,11.9,7387.32,Em Operação
CH-10613,EQP-161,Escavadeira Linha Amarela,Uberlândia,2026-05-26 19:00:00,24,1.7,7693.0,Em Operação
CH-10614,EQP-183,Caminhão Heavy Duty,Uberlândia,2026-06-13 08:00:00,24,33.2,6466.49,Em Operação
CH-10615,EQP-211,Utilitário Leve,Mogi das Cruzes,2026-04-09 21:00:00,24,7.9,7115.65,Em Operação
CH-10616,EQP-185,Escavadeira Linha Amarela,Mogi das Cruzes,2026-06-22 19:00:00,48,8.4,8300.32,Em Operação
CH-10617,EQP-240,Trator Agro,Cuiabá,2026-04-29 11:00:00,24,11.0,9111.49,Em Operação
CH-10618,EQP-286,Caminhão Heavy Duty,Uberlândia,2026-03-14 18:00:00,48,2.0,8811.19,Em Operação
CH-10619,EQP-118,Caminhão Heavy Duty,Jundiaí,2026-05-02 19:00:00,24,5.8,10474.51,Em Manutenção
CH-10620,EQP-276,Escavadeira Linha Amarela,Mogi das Cruzes,2026-01-30 02:00:00,24,0.2,2516.49,Em Manutenção
CH-10621,EQP-199,Utilitário Leve,Cuiabá,2026-04-18 14:00:00,48,17.7,4993.43,Em Operação
CH-10622,EQP-239,Escavadeira Linha Amarela,Uberlândia,2026-04-08 01:00:00,24,2.6,11389.21,Em Operação
CH-10623,EQP-288,Utilitário Leve,Uberlândia,2026-02-01 20:00:00,72,34.4,4940.11,Em Operação
CH-10624,EQP-246,Utilitário Leve,Jundiaí,2026-06-05 01:00:00,48,8.1,1760.98,Em Operação
CH-10625,EQP-175,Caminhão Heavy Duty,Cuiabá,2026-06-21 21:00:00,48,86.2,6447.71,Em Operação
CH-10626,EQP-108,Escavadeira Linha Amarela,Uberlândia,2026-03-20 02:00:00,48,61.5,1581.04,Em Operação
CH-10627,EQP-298,Escavadeira Linha Amarela,Mogi das Cruzes,2026-02-10 05:00:00,72,10.3,2673.38,Em Operação
CH-10628,EQP-127,Utilitário Leve,Jundiaí,2026-03-04 14:00:00,48,45.9,11980.33,Em Operação
CH-10629,EQP-227,Escavadeira Linha Amarela,Cuiabá,2026-01-23 09:00:00,24,48.8,6633.94,Em Operação
CH-10630,EQP-151,Trator Agro,Jundiaí,2026-04-14 08:00:00,24,129.3,3623.48,Em Operação
CH-10631,EQP-182,Trator Agro,Mogi das Cruzes,2026-03-16 00:00:00,24,27.3,11938.87,Em Operação
CH-10632,EQP-210,Escavadeira Linha Amarela,Cuiabá,2026-02-17 15:00:00,48,2.6,11608.74,Em Operação
CH-10633,EQP-243,Escavadeira Linha Amarela,Jundiaí,2026-06-09 05:00:00,24,31.2,5456.65,Em Operação
CH-10634,EQP-216,Utilitário Leve,Ribeirão Preto,2026-02-26 08:00:00,48,29.4,3346.72,Em Operação
CH-10635,EQP-168,Trator Agro,Mogi das Cruzes,2026-04-28 03:00:00,24,30.5,10109.28,Em Manutenção
CH-10636,EQP-198,Trator Agro,Mogi das Cruzes,2026-04-10 01:00:00,72,11.0,8672.76,Em Operação
CH-10637,EQP-239,Caminhão Heavy Duty,Mogi das Cruzes,2026-05-04 03:00:00,72,58.9,8337.21,Em Operação
CH-10638,EQP-124,Utilitário Leve,Ribeirão Preto,2026-06-10 00:00:00,72,96.2,10749.43,Em Operação
CH-10639,EQP-279,Caminhão Heavy Duty,Ribeirão Preto,2026-06-01 18:00:00,72,7.4,8366.18,Em Operação
CH-10640,EQP-222,Trator Agro,Uberlândia,2026-06-16 09:00:00,48,2.8,3620.44,Em Operação
CH-10641,EQP-152,Utilitário Leve,Jundiaí,2026-02-03 20:00:00,24,6.5,8418.2,Em Operação
CH-10642,EQP-250,Escavadeira Linha Amarela,Uberlândia,2026-06-05 14:00:00,72,51.5,3878.02,Em Operação
CH-10643,EQP-243,Utilitário Leve,Jundiaí,2026-06-14 21:00:00,48,33.9,9183.1,Em Operação
CH-10644,EQP-156,Escavadeira Linha Amarela,Ribeirão Preto,2026-01-07 18:00:00,72,30.3,7551.05,Em Operação
CH-10645,EQP-138,Escavadeira Linha Amarela,Ribeirão Preto,2026-06-14 15:00:00,72,15.4,1205.72,Em Operação
CH-10646,EQP-208,Utilitário Leve,Uberlândia,2026-02-25 20:00:00,48,25.9,6300.17,Em Operação
CH-10647,EQP-280,Escavadeira Linha Amarela,Cuiabá,2026-03-06 21:00:00,48,11.0,4316.62,Em Operação
CH-10648,EQP-141,Caminhão Heavy Duty,Uberlândia,2026-02-16 03:00:00,24,19.5,4144.28,Em Operação
CH-10649,EQP-285,Trator Agro,Jundiaí,2026-05-28 01:00:00,24,47.3,7346.4,Em Operação
CH-10650,EQP-266,Escavadeira Linha Amarela,Uberlândia,2026-01-19 12:00:00,72,119.3,4071.2,Em Operação
CH-10651,EQP-241,Caminhão Heavy Duty,Mogi das Cruzes,2026-06-06 00:00:00,72,80.9,9389.66,Em Operação
CH-10652,EQP-221,Escavadeira Linha Amarela,Jundiaí,2026-05-26 16:00:00,24,81.5,1128.26,Em Operação
CH-10653,EQP-232,Trator Agro,Jundiaí,2026-06-12 12:00:00,24,15.4,8026.54,Em Manutenção
CH-10654,EQP-262,Caminhão Heavy Duty,Cuiabá,2026-06-20 03:00:00,48,19.0,9767.58,Em Operação
CH-10655,EQP-174,Trator Agro,Ribeirão Preto,2026-05-06 06:00:00,24,36.7,8172.13,Em Operação
CH-10656,EQP-245,Trator Agro,Jundiaí,2026-05-19 16:00:00,24,76.6,6117.58,Em Operação
CH-10657,EQP-175,Caminhão Heavy Duty,Ribeirão Preto,2026-02-18 08:00:00,72,4.6,11418.59,Em Operação
CH-10658,EQP-108,Caminhão Heavy Duty,Uberlândia,2026-04-23 03:00:00,24,10.9,3809.28,Em Manutenção
CH-10659,EQP-173,Caminhão Heavy Duty,Mogi das Cruzes,2026-02-07 18:00:00,72,4.5,524.26,Em Operação
CH-10660,EQP-285,Utilitário Leve,Cuiabá,2026-03-05 00:00:00,24,28.4,5354.28,Em Operação
CH-10661,EQP-244,Caminhão Heavy Duty,Ribeirão Preto,2026-03-10 09:00:00,48,11.0,686.24,Em Operação
CH-10662,EQP-106,Caminhão Heavy Duty,Jundiaí,2026-05-16 03:00:00,24,11.8,11461.06,Em Operação
CH-10663,EQP-273,Caminhão Heavy Duty,Ribeirão Preto,2026-06-11 08:00:00,24,2.2,2756.04,Em Operação
CH-10664,EQP-240,Caminhão Heavy Duty,Jundiaí,2026-06-25 12:00:00,24,12.9,9530.45,Em Manutenção
CH-10665,EQP-267,Escavadeira Linha Amarela,Ribeirão Preto,2026-04-26 13:00:00,72,59.5,9362.49,Em Operação
CH-10666,EQP-269,Utilitário Leve,Jundiaí,2026-03-06 09:00:00,48,8.0,2847.43,Em Operação
CH-10667,EQP-236,Trator Agro,Uberlândia,2026-01-31 05:00:00,24,35.6,7568.35,Em Manutenção
CH-10668,EQP-277,Caminhão Heavy Duty,Jundiaí,2026-05-12 15:00:00,72,29.8,862.52,Em Operação
CH-10669,EQP-126,Escavadeira Linha Amarela,Jundiaí,2026-04-23 05:00:00,48,59.7,5957.82,Em Operação
CH-10670,EQP-221,Escavadeira Linha Amarela,Mogi das Cruzes,2026-04-19 16:00:00,72,4.3,471.37,Em Operação
CH-10671,EQP-293,Escavadeira Linha Amarela,Jundiaí,2026-06-27 09:00:00,72,113.9,11077.38,Em Operação
CH-10672,EQP-104,Trator Agro,Mogi das Cruzes,2026-03-10 17:00:00,48,26.2,11720.21,Em Operação
CH-10673,EQP-128,Caminhão Heavy Duty,Cuiabá,2026-06-07 21:00:00,24,161.9,2900.71,Em Operação
CH-10674,EQP-264,Utilitário Leve,Mogi das Cruzes,2026-04-30 17:00:00,72,72.7,2734.84,Em Operação
CH-10675,EQP-265,Utilitário Leve,Uberlândia,2026-03-29 02:00:00,72,7.5,9118.53,Em Operação
CH-10676,EQP-182,Escavadeira Linha Amarela,Mogi das Cruzes,2026-03-08 19:00:00,24,1.7,3264.54,Em Operação
CH-10677,EQP-235,Trator Agro,Cuiabá,2026-03-16 20:00:00,24,8.9,10772.4,Em Operação
